folioviv,foliohog,numren,ambito,sinco,factor_w,_insegalim_modsev_proxy,_insegalim_severa_proxy
2066758206,1,01,rural,2544,394,0,0
2066758921,1,01,rural,2271,394,0,0
2066759410,1,01,rural,7343,303,1,1
2066759923,2,01,rural,7343,303,1,0
2066759924,1,01,rural,7343,303,0,0
2066765921,1,01,rural,7313,302,0,0
2066765922,1,01,rural,7313,302,0,0
2066766616,1,01,rural,2172,417,0,0
2066768407,1,01,rural,7343,345,0,0
2066768408,1,01,rural,7343,345,0,0
2066768410,1,01,rural,7343,345,1,0
2066768919,1,01,rural,7343,345,0,0
2066768924,1,01,rural,7343,345,0,0
2066777019,1,01,rural,2172,271,0,0
2066779616,1,01,rural,2173,403,0,0
2066781306,1,01,rural,4312,171,0,0
2066781306,1,01,rural,2172,171,0,0
2066783718,1,01,rural,1421,356,0,0
2066784814,1,01,rural,2172,345,0,0
2066785202,1,01,rural,4312,389,0,0
2066785205,1,01,rural,7332,389,0,0
2066785511,1,01,rural,7332,389,0,0
2066785919,1,01,rural,7332,389,0,0
2066785924,1,01,rural,7332,389,0,0
2066786404,1,01,rural,7313,350,0,0
2066786814,1,01,rural,7313,350,0,0
2066788508,1,01,rural,2172,307,0,0
2066788511,1,01,rural,7343,307,0,0
2066790024,1,01,rural,7343,329,1,1
2066792019,1,01,rural,3222,327,0,0
2066796609,1,01,rural,7223,360,0,0
2066799410,1,01,rural,2544,338,0,0
2066801206,1,01,rural,7313,370,0,0
2066801614,1,01,rural,7313,370,1,1
2066805508,1,01,rural,7353,359,0,0
2066806206,1,01,rural,7342,394,1,0
2066810607,1,01,rural,7342,333,0,0
2066813607,1,01,rural,2144,415,0,0
2066813610,1,01,rural,1721,415,0,0
2066816023,1,01,rural,7332,385,1,0
2066818924,1,01,rural,2172,348,0,0
2066821607,1,01,rural,7343,357,1,1
2066821814,1,01,rural,7611,357,1,0
2066822303,1,01,rural,7313,351,0,0
2066822306,1,01,rural,7313,351,1,0
2066822509,1,01,rural,7313,351,0,0
2066822713,1,01,rural,7313,351,0,0
2066822919,1,01,rural,7313,351,0,0
2066822923,1,01,rural,7313,351,0,0
2106849024,1,01,urbano,7999,741,0,0
2106849303,1,01,urbano,5212,741,0,0
2106850021,1,01,urbano,2162,912,0,0
2106851511,1,01,urbano,4312,830,0,0
2106853021,1,01,urbano,2172,1286,0,0
2106856022,1,01,urbano,7353,1017,0,0
2106861906,1,01,urbano,2172,962,0,0
2106864804,1,01,urbano,2655,1198,0,0
2106865206,1,01,urbano,7342,907,1,1
2106867903,1,01,urbano,2271,758,1,0
2106883803,1,01,urbano,2655,716,0,0
2106887001,1,01,urbano,2544,753,0,0
2106904604,1,01,urbano,2552,768,0,0
2106904606,1,01,urbano,2271,768,0,0
2106908703,1,01,urbano,2271,921,0,0
2106918303,1,01,urbano,2271,933,0,0
2106919304,1,01,urbano,2271,675,0,0
2106924006,1,01,urbano,2151,500,0,0
2106934206,1,01,urbano,2552,879,0,0
2106939504,1,01,urbano,2172,1170,0,0
2106946306,1,01,urbano,1721,719,0,0
2106958903,1,01,urbano,1422,865,0,0
2106959505,1,01,urbano,2162,897,0,0
2106959506,1,01,urbano,9713,897,0,0
2106961201,2,01,urbano,2271,797,0,0
2106965704,1,01,urbano,1421,953,0,0
2106997806,1,01,urbano,2162,1184,0,0
2107003511,1,01,urbano,7342,701,0,0
2117007503,1,01,urbano,2544,871,0,0
2117007505,1,01,urbano,2271,871,0,0
2117026804,1,01,urbano,7301,1180,0,0
2117027404,1,01,urbano,2271,792,0,0
2117031001,1,01,urbano,1421,959,0,0
2117035202,1,01,urbano,7342,952,0,0
2117035205,1,01,urbano,2161,952,0,0
2117035509,1,01,urbano,2655,952,0,0
2117035714,1,01,urbano,2655,952,0,0
2117035922,1,01,urbano,2655,952,0,0
2117038304,1,01,urbano,7332,972,0,0
2117046303,1,01,urbano,2542,1221,0,0
2167047020,1,01,rural,2172,915,0,0
2167050302,1,01,rural,7611,1032,1,0
2167050714,1,01,rural,7611,1032,1,0
2167053920,1,01,rural,2552,844,0,0
2167053921,1,01,rural,1421,844,0,0
2167054717,1,01,rural,7332,851,1,1
2167055612,1,01,rural,4312,788,0,0
2167059019,1,01,rural,2172,754,0,0
2167060920,1,01,rural,2172,746,0,0
2167066202,1,01,rural,2172,773,0,0
2167066205,1,01,rural,2172,773,0,0
2167066411,1,01,rural,2172,773,0,0
2167066920,1,01,rural,2172,773,0,0
2167074819,1,01,rural,8144,778,0,0
2207078905,1,01,urbano,1422,240,0,0
2207079203,1,01,urbano,2271,285,0,0
2207091503,1,01,urbano,9713,272,1,1
2207096804,1,01,urbano,2271,387,0,0
2207106703,1,01,urbano,2552,459,0,0
2207108202,1,01,urbano,7301,441,0,0
2207114502,1,01,urbano,2655,420,0,0
2207117201,1,01,urbano,2271,278,0,0
2207132805,1,01,urbano,7999,307,0,0
2207134202,1,01,urbano,2271,605,0,0
2207135005,1,01,urbano,2271,329,0,0
2207136702,1,01,urbano,7313,87,1,0
2207136705,1,01,urbano,7342,87,0,0
2207138403,1,01,urbano,2162,194,0,0
2207149617,2,01,urbano,5212,292,0,0
2207151024,1,01,urbano,2163,350,0,0
2207155203,1,01,urbano,5212,350,0,0
2207159601,1,01,urbano,2636,412,0,0
2207164901,1,01,urbano,2271,642,0,0
2207166404,1,01,urbano,2161,309,0,0
2207185606,1,01,urbano,2542,325,0,0
2207187003,1,01,urbano,1322,408,0,0
2207192002,1,01,urbano,7353,333,0,0
2207192003,1,01,urbano,2163,333,0,0
2207199906,1,01,urbano,2552,322,0,0
2207204602,1,01,urbano,2544,391,0,0
2207219603,1,01,urbano,1421,478,0,0
2207227303,1,01,urbano,2271,420,0,0
2207240701,1,01,urbano,2271,547,0,0
2207241905,2,01,urbano,2162,349,1,0
2207241905,2,01,urbano,2162,349,1,0
2207246403,1,01,urbano,2542,386,0,0
2207250502,1,01,urbano,2542,710,0,0
2207251605,1,01,urbano,2271,871,0,0
2207254001,1,01,urbano,2271,928,0,0
2207262702,1,01,urbano,7999,335,0,0
2207263005,1,01,urbano,7321,377,0,0
2207264906,1,01,urbano,2655,268,0,0
2207268605,1,01,urbano,2162,337,0,0
2207274902,1,01,urbano,5212,409,0,0
2207282503,1,01,urbano,2655,295,0,0
2207288901,1,01,urbano,2271,314,0,0
2207294405,1,01,urbano,7322,266,0,0
2207295706,1,01,urbano,2271,373,0,0
2207303802,3,01,urbano,7343,360,0,0
2207316606,1,01,urbano,2271,467,0,0
2207318705,1,01,urbano,2271,204,0,0
2207326301,1,01,urbano,2271,412,0,0
2207326306,1,01,urbano,5212,412,0,0
2207327502,1,01,urbano,1722,467,0,0
2207327502,2,01,urbano,2553,467,0,0
2207330806,1,01,urbano,2655,310,0,0
2207337901,1,01,urbano,7401,233,0,0
2207337903,1,01,urbano,1322,233,0,0
2207338806,1,01,urbano,2271,390,0,0
2207341905,1,01,urbano,2271,332,0,0
2207360919,1,01,urbano,7313,296,0,0
2207385301,1,01,urbano,7601,310,0,0
2267392020,1,01,rural,7343,52,0,0
2267392306,1,01,rural,7332,52,0,0
2267393201,1,01,rural,7332,55,0,0
2267393614,1,01,rural,7343,55,1,1
2267393923,1,01,rural,7343,55,1,1
2267397303,1,01,rural,4312,76,0,0
2267400919,1,01,rural,7343,56,1,1
2267401024,1,01,rural,7342,73,0,0
2267406409,1,01,rural,5212,82,0,0
2267411022,1,01,rural,7313,89,1,1
2267417921,1,01,rural,2552,62,0,0
2267418205,1,01,rural,7401,58,0,0
2267423608,1,01,rural,2172,67,0,0
2267424020,1,01,rural,7999,64,0,0
2267424815,1,01,rural,9713,64,0,0
2267428715,1,01,rural,7601,114,0,0
2267437813,1,01,rural,2161,77,1,0
2267443407,1,01,rural,2173,144,1,1
2267443408,1,01,rural,7342,144,1,1
2267444205,1,01,rural,7322,104,0,0
2267445607,1,01,rural,1722,74,0,0
2267450509,2,01,rural,2172,74,0,0
2267451205,1,01,rural,2172,71,0,0
2267458713,1,01,rural,7332,76,0,0
2267459204,1,01,rural,7332,63,1,1
2267460020,1,01,rural,9713,59,0,0
2267461616,1,01,rural,2271,66,0,0
2267477813,1,01,rural,2172,68,0,0
2267478508,1,01,rural,7313,69,0,0
2307482507,1,01,urbano,3222,271,0,0
2307483206,1,01,urbano,1322,165,0,0
2307483716,1,01,urbano,3222,165,0,0
2307484201,1,01,urbano,2173,194,0,0
2307485814,1,01,urbano,7999,185,0,0
2307486508,1,01,urbano,3222,226,0,0
2307490202,1,01,urbano,7614,459,0,0
2307547305,1,01,urbano,5212,286,0,0
2307556604,1,01,urbano,1722,251,0,0
2307556605,1,01,urbano,7322,251,0,0
2307570804,1,01,urbano,2151,280,0,0
2307582803,1,01,urbano,3222,274,0,0
2307589203,1,01,urbano,3222,166,0,0
2307598804,1,01,urbano,2271,169,1,0
2307610801,1,01,urbano,5212,313,0,0
2307614803,1,01,urbano,1422,281,0,0
2307614805,1,01,urbano,2162,281,0,0
2307619706,1,01,urbano,2162,280,0,0
2307620305,1,01,urbano,7999,347,0,0
2307635805,1,01,urbano,8144,263,1,0
2307636201,1,01,urbano,2625,363,1,0
2307637603,1,01,urbano,2173,402,0,0
2307643806,1,01,urbano,5212,318,0,0
2307669701,1,01,urbano,5212,255,0,0
2307673201,1,01,urbano,7201,254,0,0
2307692805,1,01,urbano,2174,217,1,1
2307695402,1,01,urbano,2173,279,1,0
2307695406,1,01,urbano,2271,279,0,0
2307703703,1,01,urbano,2552,272,1,0
2307707505,1,01,urbano,5212,308,1,0
2307709701,1,01,urbano,4312,384,0,0
2307720203,1,01,urbano,2173,279,0,0
2307737701,1,01,urbano,2655,318,0,0
2307738506,1,01,urbano,2172,255,0,0
2307742302,1,01,urbano,2552,281,0,0
2307748604,1,01,urbano,2625,115,0,0
2307750003,1,01,urbano,3222,226,0,0
2307754703,1,01,urbano,2174,393,0,0
2307756303,1,01,urbano,2174,338,0,0
2307758206,1,01,urbano,2172,186,0,0
2307771201,1,01,urbano,2271,304,0,0
2307778502,1,01,urbano,2174,270,0,0
2307782206,1,01,urbano,2543,284,0,0
2307783402,1,01,urbano,2271,279,0,0
2307796005,1,01,urbano,1722,193,0,0
2307799411,1,01,urbano,2164,364,0,0
2307801801,1,01,urbano,3222,274,0,0
2307809301,1,01,urbano,4312,307,0,0
2307811201,1,01,urbano,4312,148,0,0
2367828618,1,01,rural,3222,101,0,0
2367829302,1,01,rural,7332,112,0,0
2367839024,1,01,rural,1722,145,1,0
2367839303,1,01,rural,3222,145,0,0
2407848819,1,01,urbano,9713,416,0,0
2407870704,1,01,urbano,7999,421,1,0
2407871201,1,01,urbano,9713,303,0,0
2407871206,1,01,urbano,2172,303,0,0
2407871409,1,01,urbano,2172,303,1,0
2407871410,1,01,urbano,7353,303,0,0
2407874204,1,01,urbano,2172,441,0,0
2407894302,1,01,urbano,2551,443,0,0
2407909806,1,01,urbano,1421,460,0,0
2407917406,1,01,urbano,4312,373,0,0
2407918903,1,01,urbano,2271,512,0,0
2407936601,1,01,urbano,2625,359,0,0
2407937801,1,01,urbano,2172,351,0,0
2407938902,1,01,urbano,7332,975,0,0
2407939302,1,01,urbano,8144,406,0,0
2407946305,1,01,urbano,4312,434,0,0
2407951605,1,01,urbano,5212,452,0,0
2407975402,1,01,urbano,7322,463,0,0
2407975405,1,01,urbano,9713,463,0,0
2407981405,1,01,urbano,5212,515,0,0
2407990503,2,01,urbano,2162,414,0,0
2407993203,1,01,urbano,2271,444,0,0
2408000805,1,01,urbano,5212,376,0,0
2408004202,1,01,urbano,2271,359,0,0
2408007602,1,01,urbano,7601,455,0,0
2408007603,1,01,urbano,2271,455,0,0
2408011305,1,01,urbano,2174,422,1,0
2408012506,1,01,urbano,2655,510,1,0
2408015703,1,01,urbano,2271,482,0,0
2408020504,1,01,urbano,2162,428,0,0
2408025406,1,01,urbano,7401,439,1,0
2408037203,1,01,urbano,2173,390,0,0
2408038405,1,01,urbano,7342,463,0,0
2408046902,1,01,urbano,5212,276,0,0
2408056401,1,01,urbano,2271,499,0,0
2408056406,1,01,urbano,2152,499,0,0
2408072021,1,01,urbano,3222,226,0,0
2408073813,1,01,urbano,7322,322,0,0
2468076304,1,01,rural,7999,274,0,0
2468085303,1,01,rural,7343,182,0,0
2468086509,1,01,rural,2172,241,0,0
2468088717,2,01,rural,7342,230,0,0
2468090203,1,01,rural,7201,223,0,0
2468090615,1,01,rural,4312,223,0,0
2468092019,1,01,rural,7313,219,1,0
2468093919,1,01,rural,5212,231,0,0
2468098814,1,01,rural,7342,246,1,0
2508135602,1,01,urbano,7343,297,0,0
2508136805,1,01,urbano,2271,273,0,0
2508142305,1,01,urbano,2162,371,0,0
2508144701,1,01,urbano,7322,264,0,0
2508152502,1,01,urbano,5212,286,0,0
2508152505,1,01,urbano,2271,286,0,0
2508154702,1,01,urbano,7332,268,1,0
2508176803,1,01,urbano,2551,262,1,0
2508190802,1,01,urbano,7321,282,0,0
2508192002,1,01,urbano,2162,256,0,0
2508213512,1,01,urbano,2172,225,0,0
2508214206,1,01,urbano,1722,243,0,0
2508223202,1,01,urbano,5212,301,0,0
2508237705,1,01,urbano,2271,290,0,0
2508238706,1,01,urbano,7322,341,0,0
2508244404,1,01,urbano,2172,274,0,0
2508254502,1,01,urbano,1722,274,0,0
2508265005,1,01,urbano,2271,332,0,0
2508267503,1,01,urbano,2271,394,0,0
2508279006,1,01,urbano,2271,263,0,0
2508280302,1,01,urbano,2271,282,0,0
2508280306,1,01,urbano,2271,282,0,0
2508281805,1,01,urbano,2271,336,0,0
2508282003,1,01,urbano,5212,340,0,0
2508285502,1,01,urbano,5212,334,1,1
2508286703,1,01,urbano,2271,272,0,0
2508286704,1,01,urbano,7223,272,0,0
2508287004,1,01,urbano,2144,267,0,0
2508287005,1,01,urbano,7322,267,0,0
2508302201,1,01,urbano,2271,285,0,0
2508331202,1,01,urbano,2172,285,0,0
2508333019,1,01,urbano,7999,231,1,0
2508346704,1,01,urbano,2162,288,0,0
2508351402,1,01,urbano,5212,360,0,0
2508369406,1,01,urbano,2172,264,0,0
2508387304,1,01,urbano,2271,334,0,0
2508400003,1,01,urbano,9713,253,0,0
2508408401,1,01,urbano,2544,311,0,0
2508413203,1,01,urbano,2271,274,0,0
2508418408,1,01,urbano,7353,197,0,0
2508419716,1,01,urbano,2652,209,0,0
2508434601,1,01,urbano,2271,412,0,0
2508444703,1,01,urbano,2543,297,0,0
2508449505,1,01,urbano,9713,253,0,0
2508462001,1,01,urbano,2172,241,0,0
2508466503,1,01,urbano,2271,282,0,0
2508478803,1,01,urbano,7401,269,0,0
2508478804,1,01,urbano,1421,269,0,0
2508486403,1,01,urbano,2172,276,0,0
2508495901,1,01,urbano,2271,246,0,0
2508515801,1,01,urbano,2174,268,1,0
2508520702,1,01,urbano,2144,247,0,0
2508528201,1,01,urbano,2172,322,0,0
2508528201,1,01,urbano,2172,322,0,0
2508528205,1,01,urbano,2271,322,0,0
2508533906,1,01,urbano,7342,227,1,1
2508534801,1,01,urbano,7322,273,0,0
2508542502,1,01,urbano,7332,330,0,0
2508546403,1,01,urbano,7223,219,0,0
2508546405,1,01,urbano,2172,219,0,0
2508546406,1,01,urbano,7223,219,0,0
2508547901,1,01,urbano,2172,266,0,0
2508548205,1,01,urbano,9713,376,0,0
2508550901,1,01,urbano,2655,305,1,0
2508552411,1,01,urbano,2172,209,0,0
2508552921,1,01,urbano,2172,209,0,0
2508554407,1,01,urbano,1422,261,0,0
2508554824,1,01,urbano,2172,261,0,0
2508559612,1,01,urbano,2271,258,0,0
2508562411,1,01,urbano,7201,211,0,0
2568568919,1,01,rural,7611,360,0,0
2568588618,1,01,rural,7313,373,1,0
2568588919,1,01,rural,7313,373,0,0
2608590718,1,01,urbano,2655,322,0,0
2608591409,1,01,urbano,5212,241,1,1
2608600502,1,01,urbano,2655,407,0,0
2608602906,1,01,urbano,5212,459,0,0
2608615805,1,01,urbano,2551,508,0,0
2608633205,1,01,urbano,1721,447,0,0
2608637202,1,01,urbano,2552,465,0,0
2608645718,1,01,urbano,5212,544,0,0
2608647717,1,01,urbano,7322,512,0,0
2608648717,1,01,urbano,7321,478,0,0
2608649511,1,01,urbano,2655,318,0,0
2608673402,1,01,urbano,7223,423,0,0
2608685301,1,01,urbano,7999,747,0,0
2608693505,1,01,urbano,1421,465,0,0
2608693505,1,01,urbano,7322,465,0,0
2608694704,1,01,urbano,2271,464,0,0
2608698304,1,01,urbano,9713,446,0,0
2608704903,1,01,urbano,7999,389,0,0
2608704904,1,01,urbano,7321,389,0,0
2608705903,1,01,urbano,1722,462,0,0
2608705905,1,01,urbano,2144,462,0,0
2608711006,1,01,urbano,2172,537,0,0
2608728201,1,01,urbano,5212,530,0,0
2608738006,1,01,urbano,7322,481,0,0
2608740302,1,01,urbano,2655,532,0,0
2608747302,1,01,urbano,7342,549,0,0
2608750703,1,01,urbano,1721,611,0,0
2608755802,1,01,urbano,2271,512,0,0
2608755803,1,01,urbano,2655,512,0,0
2608756601,1,01,urbano,5212,565,1,0
2608758304,1,01,urbano,2543,554,0,0
2608764006,1,01,urbano,2172,437,0,0
2608778304,1,01,urbano,7322,455,0,0
2608785303,1,01,urbano,2271,468,0,0
2608786404,1,01,urbano,2172,467,0,0
2608791903,1,01,urbano,2173,560,1,1
2608811206,1,01,urbano,7201,389,0,0
2608818202,1,01,urbano,5212,384,0,0
2608823404,1,01,urbano,2541,417,0,0
2608850803,1,01,urbano,2544,545,0,0
2608866715,1,01,urbano,5212,567,0,0
2668881203,2,01,rural,1422,130,0,0
2668883410,1,01,rural,7343,159,1,1
2668887508,1,01,rural,1722,122,0,0
2668893612,1,01,rural,5212,138,0,0
2708908612,1,01,urbano,2655,274,1,0
2708919402,1,01,urbano,2172,232,0,0
2708924601,1,01,urbano,7353,912,0,0
2708928301,1,01,urbano,2271,371,0,0
2708941412,1,01,urbano,2152,167,1,0
2708952303,1,01,urbano,2144,413,1,0
2708962903,1,01,urbano,2655,452,0,0
2708972504,1,01,urbano,7353,325,1,0
2708974803,1,01,urbano,2543,377,1,1
2708978401,1,01,urbano,2271,416,0,0
2708984801,1,01,urbano,7322,278,0,0
2708994703,1,01,urbano,2271,368,0,0
2708998901,1,01,urbano,7999,356,1,0
2709005714,1,01,urbano,2172,217,0,0
2709008509,1,01,urbano,2655,227,1,0
2709012920,1,01,urbano,7353,400,0,0
2709019202,1,01,urbano,2271,420,1,0
2709019716,1,01,urbano,2144,420,0,0
2709020202,2,01,urbano,7321,195,1,1
2709025408,1,01,urbano,5212,207,0,0
2709025616,1,01,urbano,5212,207,0,0
2709026512,1,01,urbano,5212,213,0,0
2709029902,1,01,urbano,2271,196,0,0
2709034306,1,01,urbano,7223,267,0,0
2709034920,1,01,urbano,7342,267,0,0
2709036617,1,01,urbano,7313,202,0,0
2709037512,1,01,urbano,2172,443,1,0
2709045602,1,01,urbano,5212,477,0,0
2709047614,1,01,urbano,2552,111,1,0
2769053816,1,01,rural,7342,404,1,1
2769062510,1,01,rural,2712,425,1,1
2769062713,1,01,rural,5212,425,0,0
2769065512,1,01,rural,7321,212,0,0
2769072510,1,01,rural,7321,253,0,0
2769089922,1,01,rural,7353,369,0,0
2769090616,1,01,rural,2172,388,0,0
2809092613,1,01,urbano,7999,540,0,0
2809126302,1,01,urbano,2543,617,0,0
2809144206,1,01,urbano,7313,404,1,1
2809145612,1,01,urbano,7352,403,0,0
2809147819,1,01,urbano,2553,604,0,0
2809148021,1,01,urbano,7353,400,1,1
2809148303,1,01,urbano,7353,400,0,0
2809151002,1,01,urbano,2172,541,0,0
2809154501,1,01,urbano,2172,573,0,0
2809182003,1,01,urbano,5212,559,0,0
2809189304,1,01,urbano,7321,567,1,1
2809224704,1,01,urbano,7342,495,0,0
2809240502,1,01,urbano,5212,504,1,1
2809270502,1,01,urbano,4312,525,0,0
2809295403,1,01,urbano,7999,558,0,0
2809296602,1,01,urbano,1722,632,0,0
2809297205,1,01,urbano,2152,522,0,0
2809327903,1,01,urbano,2544,697,0,0
2809340706,1,01,urbano,8144,498,0,0
2809345601,1,01,urbano,2271,520,0,0
2809348205,1,01,urbano,2152,587,0,0
2809368303,1,01,urbano,5212,564,0,0
2809377903,1,01,urbano,4312,458,0,0
2809379806,1,01,urbano,2172,645,0,0
2809390405,1,01,urbano,2552,475,0,0
2809402601,1,01,urbano,2655,507,0,0
2809409201,1,01,urbano,7322,520,0,0
2909460802,1,01,urbano,8155,216,0,0
2909464006,1,01,urbano,2174,173,1,0
2909469906,1,01,urbano,2162,173,0,0
2909477201,1,01,urbano,7353,208,0,0
2909478404,1,01,urbano,2144,219,0,0
2909480604,1,01,urbano,1722,215,0,0
2909481801,1,01,urbano,2172,181,0,0
2909491902,1,01,urbano,2271,166,1,0
2909499501,1,01,urbano,7322,121,0,0
2909504602,1,01,urbano,4312,206,0,0
2909515402,1,01,urbano,2655,199,0,0
2909524408,1,01,urbano,7332,247,0,0
2909534509,1,01,urbano,4312,156,0,0
2909535924,1,01,urbano,2625,153,0,0
2909538705,1,01,urbano,2172,185,0,0
2909538706,1,01,urbano,7301,185,0,0
2909541804,1,01,urbano,7332,226,0,0
2909541805,1,01,urbano,7342,226,0,0
2909544401,1,01,urbano,2271,208,0,0
2909548701,1,01,urbano,7332,103,0,0
2909554019,1,01,urbano,7301,94,1,1
2909554512,1,01,urbano,4312,94,0,0
2909561601,1,01,urbano,2655,227,0,0
2909563006,1,01,urbano,2652,166,0,0
2909565506,1,01,urbano,7353,460,0,0
2909572701,1,01,urbano,2543,194,0,0
2909572702,1,01,urbano,2271,194,0,0
2909573203,1,01,urbano,7611,261,1,1
2909582701,1,01,urbano,7301,196,0,0
2909582706,1,01,urbano,7301,196,0,0
2909584201,1,01,urbano,7611,191,0,0
2909585404,1,01,urbano,7611,227,1,0
2909589003,1,01,urbano,7611,195,0,0
2909601503,1,01,urbano,4312,217,0,0
2909615201,1,01,urbano,7321,218,1,0
2909628305,1,01,urbano,1722,189,0,0
2909636503,1,01,urbano,2652,227,1,1
2909643303,1,01,urbano,2172,232,0,0
2909650702,1,01,urbano,2625,154,0,0
2909650702,1,01,urbano,2544,154,0,0
2909652204,1,01,urbano,2152,242,0,0
2909657001,1,01,urbano,2271,202,0,0
2909659301,1,01,urbano,7223,201,0,0
2909659301,1,01,urbano,2172,201,0,0
2909665412,1,01,urbano,4312,77,0,0
2909674305,1,01,urbano,2625,212,0,0
2909674305,1,01,urbano,2172,212,0,0
2909678804,1,01,urbano,2712,233,0,0
2909679705,1,01,urbano,2271,225,0,0
2909680603,1,01,urbano,7343,241,0,0
2909681302,1,01,urbano,2543,198,0,0
2909702504,1,01,urbano,5212,268,0,0
2909705306,1,01,urbano,7342,192,0,0
2909709201,1,01,urbano,7332,188,0,0
2909713001,1,01,urbano,2162,207,0,0
2909714302,1,01,urbano,7342,189,0,0
2909715501,1,01,urbano,7332,184,1,0
2909715501,2,01,urbano,7322,184,1,0
2909716815,1,01,urbano,7343,140,1,0
2909751205,1,01,urbano,2173,159,0,0
2969754407,1,01,rural,2172,82,0,0
2969754618,1,01,rural,2172,82,0,0
2969754824,1,01,rural,2172,82,0,0
2969758302,1,01,rural,2173,95,0,0
2969764813,1,01,rural,7999,84,0,0
2969771304,1,01,rural,7343,95,0,0
2969771305,1,01,rural,7343,95,0,0
3009781903,1,01,urbano,2271,768,0,0
3009781903,1,01,urbano,2271,768,0,0
3009791507,1,01,urbano,1421,1211,0,0
3009793804,1,01,urbano,5212,1454,0,0
3009803606,1,01,urbano,2271,1359,0,0
3009817204,1,01,urbano,2655,689,0,0
3009823305,1,01,urbano,7353,1949,0,0
3009834802,1,01,urbano,2271,976,0,0
3009834803,1,01,urbano,7353,976,0,0
3009836610,1,01,urbano,2173,900,0,0
3009840702,1,01,urbano,2162,1186,0,0
3009875304,1,01,urbano,2271,1095,0,0
3009875306,1,01,urbano,2655,1095,0,0
3019880004,1,01,urbano,2271,2734,0,0
3019886409,1,01,urbano,2173,1003,0,0
3019907904,1,01,urbano,2172,1063,0,0
3019924006,1,01,urbano,2271,983,0,0
3019926303,1,01,urbano,2544,742,0,0
3019944603,1,01,urbano,5212,1195,1,1
3019945402,1,01,urbano,7301,1876,0,0
3069965021,1,01,rural,2172,491,0,0
3069975814,1,01,rural,4312,560,0,0
3069977507,1,01,rural,7353,661,0,0
3060009618,1,01,rural,4312,514,0,0
3060012508,1,01,rural,7611,633,1,1
3060013409,1,01,rural,7313,597,0,0
3060013410,1,01,rural,7321,597,0,0
3060014301,1,01,rural,7313,567,0,0
3060014609,1,01,rural,7313,567,0,0
3060015920,1,01,rural,2172,482,0,0
3060024021,1,01,rural,7313,606,0,0
3060028303,1,01,rural,7343,583,1,0
3100036201,1,01,urbano,7332,372,0,0
3100036715,1,01,urbano,7332,372,0,0
3100038614,1,01,urbano,4312,286,0,0
3100040021,1,01,urbano,1422,281,0,0
3100041508,1,01,urbano,7342,298,0,0
3100041510,1,01,urbano,7342,298,0,0
3100041923,1,01,urbano,7342,298,0,0
3100042303,1,01,urbano,2173,294,1,0
3100042713,1,01,urbano,2552,294,0,0
3100043412,1,01,urbano,7313,249,1,0
3100044301,1,01,urbano,2172,452,0,0
3100044511,1,01,urbano,2652,452,0,0
3100045022,1,01,urbano,2271,320,0,0
3100045612,1,01,urbano,7343,320,0,0
3100045818,1,01,urbano,7343,320,0,0
3100051701,1,01,urbano,1421,373,0,0
3100059504,1,01,urbano,5212,442,0,0
3100066801,1,01,urbano,7322,393,0,0
3100070804,1,01,urbano,7322,333,0,0
3100071410,1,01,urbano,7611,356,0,0
3100081506,1,01,urbano,7332,336,0,0
3100083806,1,01,urbano,3222,322,0,0
3100087501,1,01,urbano,3222,422,0,0
3100087502,1,01,urbano,2636,422,0,0
3100093405,1,01,urbano,2271,468,0,0
3100094601,1,01,urbano,1722,403,0,0
3100100504,1,01,urbano,2271,401,0,0
3100107905,1,01,urbano,2543,384,0,0
3100114002,1,01,urbano,4312,494,0,0
3100116306,1,01,urbano,5212,502,0,0
3100121204,1,01,urbano,2162,647,0,0
3100127902,1,01,urbano,2655,354,0,0
3100127903,1,01,urbano,2712,354,0,0
3100145804,1,01,urbano,7332,410,1,0
3100155705,1,01,urbano,1422,320,0,0
3100158204,1,01,urbano,2655,340,0,0
3100159503,1,01,urbano,2271,456,0,0
3100163905,1,01,urbano,2173,567,0,0
3100164201,1,01,urbano,2552,443,0,0
3100165403,1,01,urbano,2552,391,0,0
3100167403,1,01,urbano,1421,474,0,0
3100181701,1,01,urbano,2271,396,0,0
3100181706,1,01,urbano,2172,396,0,0
3100187404,1,01,urbano,7332,354,1,1
3100190904,1,01,urbano,5212,418,1,0
3100197001,1,01,urbano,1421,446,0,0
3100207004,1,01,urbano,2271,471,0,0
3100216701,1,01,urbano,5212,362,0,0
3100220820,1,01,urbano,2271,366,0,0
3100227405,1,01,urbano,2655,380,0,0
3100233201,1,01,urbano,2271,421,0,0
3100233205,1,01,urbano,2625,421,0,0
3100234903,1,01,urbano,1722,186,0,0
3100236505,1,01,urbano,7223,491,0,0
3100252504,1,01,urbano,2271,389,0,0
3100276713,1,01,urbano,3222,351,0,0
3100276713,1,01,urbano,3222,351,0,0
3100276922,1,01,urbano,2144,351,0,0
3100280901,1,01,urbano,2271,378,0,0
3100281501,1,01,urbano,4312,341,0,0
3100285507,2,01,urbano,5212,280,0,0
3100286509,1,01,urbano,7343,361,0,0
3100287611,1,01,urbano,2655,433,0,0
3100289717,1,01,urbano,2172,281,0,0
3100291718,1,01,urbano,7353,454,0,0
3100292818,1,01,urbano,2172,281,0,0
3100301403,1,01,urbano,1421,361,0,0
3100309301,1,01,urbano,7201,377,0,0
3100309306,1,01,urbano,7343,377,1,0
